,Age,Marital,Education,Default,Balance,HHInsurance,CarLoan,Communication,LastContactDay,LastContactMonth,NoOfContacts,PrevAttempts,Outcome,CarInsurance,Duration,age_group,duration_status,Month,Job_None,Job_admin.,Job_blue-collar,Job_entrepreneur,Job_housemaid,Job_management,Job_retired,Job_self-employed,Job_services,Job_student,Job_technician,Job_unemployed
277,34,1,3,0,0,0,0,1,5,aug,1,0,0,0,166.0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0
278,50,2,2,0,0,1,0,1,21,jul,1,0,0,0,99.0,2,0,7,0,0,0,0,1,0,0,0,0,0,0,0
279,34,1,1,1,0,1,0,1,9,jul,1,0,0,0,394.0,1,1,7,0,0,1,0,0,0,0,0,0,0,0,0
280,29,1,1,0,0,1,0,1,6,feb,3,0,0,0,198.0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
282,58,2,3,0,0,0,0,1,9,jun,1,0,0,1,700.0,3,1,6,0,0,0,0,0,0,0,1,0,0,0,0
283,33,1,1,0,0,1,1,1,8,may,1,0,0,0,266.0,1,0,5,0,0,0,0,0,0,0,0,1,0,0,0
284,33,0,3,0,0,0,0,1,12,aug,1,0,0,1,978.0,1,1,8,0,0,0,0,0,1,0,0,0,0,0,0
285,60,2,1,0,0,0,0,1,15,oct,2,10,1,1,187.0,3,0,10,0,0,0,0,0,0,1,0,0,0,0,0
287,31,0,3,0,3,0,0,1,17,sep,3,3,0,1,285.0,1,0,9,0,0,0,0,0,0,0,0,0,1,0,0
288,47,1,1,0,0,1,0,1,3,feb,2,4,0,0,117.0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0
290,32,0,1,0,0,0,1,1,23,jul,6,0,0,1,2078.0,1,1,7,0,0,1,0,0,0,0,0,0,0,0,0
291,52,1,1,0,0,0,0,1,20,nov,1,0,0,0,96.0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,1
292,30,1,1,0,0,0,0,1,14,jun,1,0,0,0,30.0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0
293,37,1,1,0,0,1,0,1,20,apr,1,0,0,0,124.0,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0
295,34,0,3,0,0,1,0,1,28,jul,2,0,0,0,76.0,1,0,7,0,1,0,0,0,0,0,0,0,0,0,0
296,20,0,1,0,0,0,0,1,16,jun,1,0,0,0,214.0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0
297,25,0,3,0,0,1,0,1,5,jun,1,1,1,1,149.0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0
298,25,0,3,0,0,0,0,1,26,may,1,0,0,0,68.0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0
299,23,0,1,0,0,1,0,1,18,may,1,1,0,1,843.0,0,1,5,0,0,0,0,0,0,0,0,1,0,0,0
300,48,2,3,0,0,0,1,1,5,jun,1,0,0,0,34.0,2,0,6,0,0,0,1,0,0,0,0,0,0,0,0
302,30,0,3,0,1,1,0,1,20,oct,2,3,0,0,316.0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0
303,35,1,3,0,0,0,0,1,23,apr,3,0,0,1,93.0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0
304,37,1,3,0,2,0,0,1,7,jul,1,0,0,1,224.0,1,0,7,0,0,0,0,0,1,0,0,0,0,0,0
305,35,0,3,0,0,0,0,1,21,aug,2,0,0,0,134.0,1,0,8,0,0,0,0,0,0,0,0,0,0,1,0
306,44,1,3,0,1,1,0,1,6,may,2,0,0,0,346.0,2,0,5,0,0,0,1,0,0,0,0,0,0,0,0
307,30,0,1,0,1,0,0,1,11,aug,1,1,1,1,233.0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0
308,32,0,3,0,0,1,0,1,12,may,4,1,0,0,147.0,1,0,5,0,0,0,0,0,1,0,0,0,0,0,0
309,19,0,1,0,0,0,0,1,5,apr,3,0,0,1,327.0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
310,58,1,1,0,0,0,0,1,2,feb,1,0,0,0,277.0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0
311,29,1,3,0,0,0,0,1,28,jan,1,0,0,0,70.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
312,25,0,1,0,0,0,0,0,21,apr,2,0,0,1,623.0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0
314,31,0,1,0,0,0,0,1,27,aug,6,0,0,0,313.0,1,0,8,0,0,0,0,0,0,0,0,0,0,1,0
315,47,2,1,0,0,1,1,0,17,oct,1,0,0,1,478.0,2,1,10,0,1,0,0,0,0,0,0,0,0,0,0
316,59,2,1,0,0,1,0,1,28,jan,1,5,2,1,602.0,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0
317,42,1,1,0,0,1,0,0,20,nov,1,1,0,0,47.0,2,0,11,0,0,1,0,0,0,0,0,0,0,0,0
319,38,0,1,0,0,1,0,1,6,may,1,4,0,0,120.0,1,0,5,0,0,0,0,0,0,0,0,0,0,1,0
320,33,1,1,0,0,0,0,1,12,nov,1,4,0,1,253.0,1,0,11,0,0,0,0,0,0,0,0,1,0,0,0
322,31,1,3,0,0,0,0,1,22,aug,2,0,0,1,579.0,1,1,8,0,0,0,0,0,0,0,1,0,0,0,0
323,52,2,1,0,0,1,0,1,20,apr,3,1,2,0,57.0,3,0,4,0,1,0,0,0,0,0,0,0,0,0,0
324,47,1,1,0,0,1,0,1,19,feb,1,7,1,1,388.0,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0
325,27,0,1,0,0,0,0,1,30,jul,3,0,0,0,80.0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0
326,56,1,1,0,0,1,0,1,15,may,1,0,0,0,236.0,3,0,5,0,0,0,0,0,0,0,0,0,0,1,0
327,31,0,3,0,0,1,0,1,20,nov,1,2,0,0,165.0,1,0,11,0,0,0,0,0,0,0,0,0,0,1,0
330,27,0,1,0,0,0,0,1,16,aug,3,4,1,1,265.0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0
331,44,1,1,0,0,1,0,1,17,apr,2,0,0,0,246.0,2,0,4,0,0,1,0,0,0,0,0,0,0,0,0
332,61,1,1,0,0,0,0,1,18,aug,6,0,0,1,998.0,4,1,8,0,0,0,0,0,1,0,0,0,0,0,0
333,46,2,3,0,0,0,0,1,11,aug,3,0,0,1,716.0,2,1,8,0,0,0,0,0,1,0,0,0,0,0,0
335,53,1,3,0,1,1,0,1,2,jun,2,1,1,1,282.0,3,0,6,0,0,0,0,0,1,0,0,0,0,0,0
336,20,0,1,0,0,0,0,1,9,jul,2,0,0,1,253.0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0
337,29,0,1,0,0,1,0,1,13,apr,1,0,0,1,1036.0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0
338,38,1,1,0,0,1,0,1,4,may,5,0,0,1,288.0,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0
339,35,0,1,0,0,1,0,1,15,jul,6,0,0,1,632.0,1,1,7,0,0,1,0,0,0,0,0,0,0,0,0
341,32,1,1,0,0,1,0,1,9,may,2,0,0,0,208.0,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0
342,52,1,1,0,0,0,0,1,6,jul,2,0,0,1,227.0,3,0,7,0,0,0,0,0,0,0,0,0,0,1,0
343,26,0,3,0,0,1,0,1,10,jul,1,0,0,0,486.0,0,1,7,0,0,0,0,0,0,0,0,0,0,1,0
345,30,0,1,0,0,1,0,1,18,jul,5,0,0,0,352.0,0,1,7,0,0,0,0,0,0,0,0,0,0,1,0
346,48,0,1,0,0,0,0,1,13,oct,1,1,2,0,169.0,2,0,10,0,0,0,0,0,0,0,0,0,0,1,0
347,36,1,1,0,0,0,0,1,20,oct,1,0,0,1,213.0,1,0,10,0,0,0,0,0,0,0,0,0,0,1,0
348,35,0,3,0,1,1,0,1,21,apr,3,0,0,1,333.0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0
349,35,1,1,0,0,0,0,1,30,jul,2,0,0,0,153.0,1,0,7,0,0,0,0,0,0,0,0,1,0,0,0
350,31,1,1,0,2,1,0,1,4,may,2,0,0,1,347.0,1,0,5,0,0,0,0,0,0,0,0,0,0,1,0
351,39,2,1,0,0,1,0,1,18,jul,2,0,0,0,117.0,1,0,7,0,0,1,0,0,0,0,0,0,0,0,0
352,33,1,1,0,0,1,0,1,14,may,7,0,0,0,170.0,1,0,5,0,0,0,0,0,0,0,1,0,0,0,0
354,30,0,1,0,0,0,0,1,20,nov,7,0,0,0,51.0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0
355,40,0,1,0,0,1,0,1,16,may,1,0,0,0,214.0,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0
356,36,1,3,0,0,1,0,1,18,jun,3,0,0,0,112.0,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0
357,36,0,2,0,0,1,0,1,8,may,1,0,0,0,405.0,1,1,5,0,0,1,0,0,0,0,0,0,0,0,0
358,32,1,1,0,0,1,0,1,2,jun,1,2,0,0,352.0,1,1,6,0,0,0,0,0,1,0,0,0,0,0,0
359,37,1,1,0,0,1,0,0,22,jul,11,0,0,1,802.0,1,1,7,0,1,0,0,0,0,0,0,0,0,0,0
360,44,1,1,0,0,1,0,1,8,may,3,0,0,0,283.0,2,0,5,0,0,1,0,0,0,0,0,0,0,0,0
361,27,0,1,0,0,0,0,1,28,jan,1,0,0,0,131.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
362,50,1,2,0,0,1,0,1,16,apr,2,0,0,0,105.0,2,0,4,0,0,1,0,0,0,0,0,0,0,0,0
363,34,0,3,0,3,0,0,1,25,may,4,0,0,1,213.0,1,0,5,0,0,0,0,0,1,0,0,0,0,0,0
364,57,1,2,0,0,1,0,1,13,may,4,0,0,0,227.0,3,0,5,0,0,0,0,0,1,0,0,0,0,0,0
366,32,0,1,0,0,1,0,1,13,may,3,0,0,0,233.0,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0
367,33,0,1,0,0,1,1,1,4,feb,1,1,2,0,124.0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0
369,54,2,1,0,0,0,1,1,10,jul,4,0,0,0,151.0,3,0,7,0,0,0,0,0,0,0,0,0,0,1,0
370,34,0,3,0,0,0,0,1,25,may,1,0,0,0,91.0,1,0,5,0,0,0,0,0,0,0,0,0,0,1,0
371,28,0,1,0,0,1,0,1,30,apr,1,0,0,0,257.0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1
372,32,0,1,0,0,1,0,1,16,nov,1,0,0,1,411.0,1,1,11,0,0,0,0,0,0,0,0,1,0,0,0
373,41,2,1,0,0,1,0,1,5,feb,1,1,0,0,232.0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0
374,23,0,1,0,0,0,0,1,9,feb,2,1,0,1,742.0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0
375,64,1,1,0,3,0,0,1,28,apr,1,1,1,1,392.0,4,1,4,0,0,0,0,0,0,1,0,0,0,0,0
376,38,1,1,0,1,0,0,1,20,jun,12,0,0,0,22.0,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0
377,26,0,1,0,0,0,0,1,30,jan,2,0,0,0,226.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
378,38,1,3,0,0,0,0,1,19,aug,4,0,0,0,141.0,1,0,8,0,0,0,0,0,0,0,0,0,0,1,0
380,40,2,1,0,0,0,0,1,2,feb,2,0,0,0,123.0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0
381,39,1,1,0,2,1,0,1,20,apr,1,0,0,0,72.0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0
382,62,1,1,0,0,0,0,1,17,nov,2,0,0,1,709.0,4,1,11,0,0,0,0,0,0,1,0,0,0,0,0
383,35,1,1,0,0,0,0,1,21,aug,8,0,0,0,205.0,1,0,8,0,0,0,0,0,0,0,0,0,0,1,0
385,57,1,1,0,0,1,0,1,8,may,6,0,0,0,255.0,3,0,5,0,1,0,0,0,0,0,0,0,0,0,0
386,35,1,3,0,0,1,0,1,15,may,5,4,0,1,326.0,1,0,5,0,0,0,0,1,0,0,0,0,0,0,0
387,45,0,1,0,0,0,0,1,5,jun,1,0,0,0,201.0,2,0,6,0,0,1,0,0,0,0,0,0,0,0,0
389,36,1,1,0,3,0,0,1,9,dec,3,0,0,1,149.0,1,0,12,0,0,0,0,0,0,0,0,1,0,0,0
390,30,0,1,0,3,1,0,1,18,may,2,0,0,1,420.0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,0
391,33,1,1,0,1,0,0,1,14,aug,2,2,0,0,228.0,1,0,8,0,1,0,0,0,0,0,0,0,0,0,0
392,60,1,2,0,0,1,1,1,13,may,1,0,0,1,1015.0,3,1,5,0,0,1,0,0,0,0,0,0,0,0,0
393,48,1,2,0,1,1,0,1,2,jun,3,0,0,0,345.0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,1
394,24,1,3,0,0,0,0,1,14,apr,1,0,0,1,324.0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0
396,32,1,1,0,0,1,0,1,23,may,4,0,0,0,224.0,1,0,5,0,0,0,0,0,0,0,0,0,0,1,0
397,26,0,3,0,0,1,0,1,30,jan,2,0,0,0,78.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
398,34,2,1,0,0,0,1,0,20,oct,1,0,0,0,24.0,1,0,10,0,0,1,0,0,0,0,0,0,0,0,0
399,31,0,1,0,2,1,0,1,21,nov,1,0,0,1,529.0,1,1,11,0,1,0,0,0,0,0,0,0,0,0,0
400,38,1,1,0,0,1,0,1,4,feb,1,0,0,0,306.0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0
403,24,0,3,0,0,1,0,1,6,jul,1,0,0,1,267.0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0
404,27,2,1,0,0,1,0,1,16,jul,1,0,0,1,652.0,0,1,7,0,1,0,0,0,0,0,0,0,0,0,0
405,77,1,1,0,0,0,0,1,27,apr,2,2,0,0,147.0,4,0,4,0,0,0,0,0,0,1,0,0,0,0,0
407,45,2,1,0,0,1,1,1,7,may,3,30,0,1,1135.0,2,1,5,0,0,0,0,0,0,0,0,1,0,0,0
408,33,1,1,0,0,1,0,1,7,apr,2,2,0,0,327.0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0
409,40,1,1,0,3,0,0,1,15,sep,1,0,0,1,215.0,1,0,9,0,1,0,0,0,0,0,0,0,0,0,0
410,35,0,3,0,0,1,0,1,5,may,4,3,1,0,214.0,1,0,5,0,0,0,0,0,1,0,0,0,0,0,0
411,51,1,3,0,1,1,0,0,21,jul,1,0,0,0,443.0,3,1,7,0,0,0,0,0,1,0,0,0,0,0,0
414,71,2,2,0,1,0,0,1,17,nov,2,0,0,1,456.0,4,1,11,0,0,0,0,0,0,1,0,0,0,0,0
415,55,2,1,0,0,1,0,1,6,may,1,0,0,1,918.0,3,1,5,0,0,0,0,0,0,0,0,0,0,0,1
416,42,2,3,0,0,1,0,1,21,jul,1,0,0,0,509.0,2,1,7,0,0,0,0,0,1,0,0,0,0,0,0
418,33,0,1,0,0,1,1,1,30,apr,1,1,0,1,482.0,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0
419,32,0,1,0,0,1,0,1,4,feb,1,4,0,1,1579.0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0
421,32,0,3,0,1,1,0,1,21,jul,3,0,0,1,638.0,1,1,7,0,0,0,0,0,1,0,0,0,0,0,0
422,64,1,1,0,1,0,0,1,12,mar,1,0,0,0,120.0,4,0,3,0,0,0,0,0,0,1,0,0,0,0,0
424,54,2,2,0,1,1,0,1,14,may,2,0,0,0,438.0,3,1,5,0,0,1,0,0,0,0,0,0,0,0,0
425,38,1,3,0,0,1,0,1,13,may,4,0,0,1,568.0,1,1,5,0,0,0,0,0,1,0,0,0,0,0,0
426,26,0,1,0,0,1,0,1,4,sep,1,7,1,1,230.0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0
427,58,2,3,0,0,0,0,1,12,aug,4,0,0,0,231.0,3,0,8,0,0,0,0,0,1,0,0,0,0,0,0
428,33,1,3,0,0,0,0,1,8,aug,4,0,0,1,512.0,1,1,8,0,0,0,0,0,1,0,0,0,0,0,0
429,29,0,3,0,0,0,0,1,3,dec,1,1,1,1,274.0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,0
430,31,1,1,0,0,1,0,1,5,may,2,0,0,0,290.0,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0
431,35,0,1,0,0,1,0,1,25,may,1,0,0,1,236.0,1,0,5,0,0,0,0,0,0,0,0,0,0,1,0
433,34,0,3,0,0,0,0,1,26,may,2,1,2,0,376.0,1,1,5,0,0,0,0,0,1,0,0,0,0,0,0
434,33,0,3,0,0,1,0,1,1,sep,2,3,1,1,293.0,1,0,9,0,1,0,0,0,0,0,0,0,0,0,0
435,32,1,1,0,0,1,0,1,20,nov,2,1,0,1,500.0,1,1,11,0,0,0,0,0,0,0,0,1,0,0,0
436,53,1,3,0,2,0,0,1,8,aug,2,0,0,0,92.0,3,0,8,0,0,0,0,0,0,0,0,0,0,1,0
438,40,1,2,0,0,1,0,1,26,may,3,0,0,0,161.0,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0
439,45,1,2,0,0,0,0,1,29,aug,11,0,0,0,93.0,2,0,8,0,0,1,0,0,0,0,0,0,0,0,0
440,43,1,3,0,0,1,0,1,23,jul,3,0,0,0,212.0,2,0,7,0,0,0,0,0,1,0,0,0,0,0,0
441,39,1,2,0,0,1,0,1,14,jul,3,0,0,0,377.0,1,1,7,0,0,0,0,1,0,0,0,0,0,0,0
442,31,0,3,0,0,0,0,1,12,aug,7,0,0,1,1344.0,1,1,8,0,0,0,0,0,0,0,0,0,0,1,0
444,32,2,3,0,0,0,0,1,12,aug,2,0,0,0,204.0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0
445,42,1,3,0,0,1,1,0,4,may,9,0,0,0,336.0,2,0,5,0,0,0,0,0,1,0,0,0,0,0,0
446,41,0,1,0,0,1,0,1,12,may,2,0,0,0,116.0,2,0,5,0,0,0,0,0,0,0,0,0,0,1,0
447,35,1,1,0,0,1,0,1,17,apr,2,0,0,0,738.0,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0
449,34,1,1,0,0,0,1,1,5,feb,1,2,0,0,136.0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0
450,46,1,1,0,1,1,0,1,15,apr,2,0,0,1,282.0,2,0,4,0,0,0,0,0,0,0,0,0,0,1,0
451,46,1,1,0,0,1,0,1,14,jul,2,0,0,0,104.0,2,0,7,0,0,0,0,0,1,0,0,0,0,0,0
452,45,2,1,0,0,1,1,1,18,nov,1,0,0,0,107.0,2,0,11,0,0,0,0,0,0,0,0,0,0,0,1
453,26,0,1,0,0,1,0,1,7,may,1,0,0,0,180.0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
454,42,1,3,0,0,0,0,1,19,jul,1,0,0,1,268.0,2,0,7,0,0,0,0,0,1,0,0,0,0,0,0
456,30,0,1,0,0,0,0,1,13,jun,1,0,0,1,674.0,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0
457,42,1,3,0,0,0,0,1,21,nov,3,0,0,1,664.0,2,1,11,0,0,0,0,0,1,0,0,0,0,0,0
458,30,1,3,0,0,0,0,1,13,aug,3,0,0,0,293.0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0
459,35,1,3,0,0,0,0,1,30,apr,2,0,0,1,949.0,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0
460,38,1,3,0,0,1,0,1,22,jul,1,0,0,1,248.0,1,0,7,0,0,0,0,0,1,0,0,0,0,0,0
461,27,0,2,0,0,1,0,1,13,may,2,0,0,1,1119.0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,0
462,39,0,3,0,0,1,0,1,12,may,1,1,2,0,59.0,1,0,5,0,0,0,0,0,1,0,0,0,0,0,0
463,27,0,1,0,0,0,0,1,4,jun,2,0,0,1,124.0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0
466,48,1,1,0,1,1,0,1,16,mar,3,2,1,0,291.0,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0
468,36,1,3,0,0,1,1,1,10,jul,1,0,0,0,80.0,1,0,7,0,0,0,0,0,1,0,0,0,0,0,0
469,34,1,1,0,0,1,0,1,20,nov,1,0,0,0,88.0,1,0,11,0,0,0,1,0,0,0,0,0,0,0,0
470,18,0,1,0,0,0,0,1,10,aug,1,0,0,1,167.0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0
471,47,0,1,0,0,1,0,1,9,may,4,0,0,0,83.0,2,0,5,0,0,0,0,0,0,0,0,0,0,1,0
472,39,1,3,0,0,1,0,1,24,jul,2,0,0,0,230.0,1,0,7,0,0,0,1,0,0,0,0,0,0,0,0
473,44,1,3,0,0,0,0,0,14,aug,2,0,0,1,552.0,2,1,8,0,0,0,1,0,0,0,0,0,0,0,0
474,42,1,2,0,0,1,0,1,14,may,2,0,0,0,521.0,2,1,5,0,0,1,0,0,0,0,0,0,0,0,0
475,56,1,1,0,2,0,0,1,21,may,6,0,0,0,672.0,3,1,5,0,1,0,0,0,0,0,0,0,0,0,0
476,40,1,2,0,0,1,0,1,13,may,3,2,0,1,873.0,1,1,5,0,0,1,0,0,0,0,0,0,0,0,0
477,30,1,1,0,0,1,1,1,22,jul,2,0,0,0,137.0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0
478,32,1,3,0,2,1,0,1,21,may,2,0,0,0,161.0,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0
480,33,0,3,0,0,1,0,1,6,apr,1,2,1,1,122.0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0
481,36,1,1,0,1,1,0,1,16,apr,2,0,0,0,386.0,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0
482,42,1,1,0,1,0,0,1,3,jun,1,1,0,1,705.0,2,1,6,0,0,1,0,0,0,0,0,0,0,0,0
483,38,2,3,0,3,1,0,1,27,may,3,0,0,0,204.0,1,0,5,0,0,0,0,0,1,0,0,0,0,0,0
484,34,1,1,0,0,1,0,1,19,nov,1,0,0,0,108.0,1,0,11,0,0,0,0,0,0,0,0,0,0,1,0
485,49,1,2,0,0,0,0,1,12,aug,4,0,0,1,559.0,2,1,8,0,0,1,0,0,0,0,0,0,0,0,0
486,54,1,2,0,0,0,0,1,22,aug,12,0,0,0,651.0,3,1,8,1,0,0,0,0,0,0,0,0,0,0,0
488,59,1,3,0,2,0,0,1,18,aug,3,0,0,0,93.0,3,0,8,0,0,0,0,0,1,0,0,0,0,0,0
490,45,1,3,0,0,0,0,1,10,sep,3,0,0,1,84.0,2,0,9,0,0,0,0,0,1,0,0,0,0,0,0
491,41,0,1,0,0,0,0,1,16,may,1,0,0,0,51.0,2,0,5,0,0,0,0,0,0,0,0,0,0,1,0
492,56,1,2,0,0,0,1,0,3,feb,4,4,0,0,124.0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0
493,51,0,1,0,0,1,0,1,13,may,1,1,0,0,370.0,3,1,5,0,0,0,0,0,0,0,0,1,0,0,0
494,38,2,3,0,0,1,0,1,20,jun,26,0,0,0,25.0,1,0,6,0,0,0,0,0,1,0,0,0,0,0,0
496,36,0,1,0,0,0,0,1,22,apr,1,0,0,1,621.0,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0
497,44,1,3,0,0,0,0,1,28,aug,24,0,0,0,99.0,2,0,8,0,0,0,0,0,1,0,0,0,0,0,0
498,36,1,1,0,0,0,0,1,22,aug,4,0,0,0,239.0,1,0,8,0,0,0,0,0,0,0,0,0,0,1,0
499,31,0,1,0,0,0,0,1,26,may,3,2,0,1,405.0,1,1,5,0,0,0,0,0,0,0,0,0,0,1,0
501,25,0,2,0,0,1,1,1,18,may,2,0,0,1,1027.0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,0
502,51,1,1,0,0,1,0,1,23,jul,4,0,0,1,1309.0,3,1,7,0,0,0,0,0,0,0,1,0,0,0,0
503,38,1,1,0,0,0,0,1,12,feb,3,2,1,1,1835.0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0
505,49,0,1,0,0,0,0,1,8,may,1,0,0,0,14.0,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0
506,37,1,1,0,0,1,0,1,2,jun,1,0,0,0,24.0,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0
507,36,1,2,0,0,1,0,1,21,may,2,0,0,1,649.0,1,1,5,0,0,1,0,0,0,0,0,0,0,0,0
508,43,1,3,0,0,1,0,1,7,may,1,3,1,1,1030.0,2,1,5,0,0,0,0,0,1,0,0,0,0,0,0
509,49,1,1,0,1,1,0,1,16,apr,1,0,0,1,1366.0,2,1,4,0,0,0,0,0,0,0,0,1,0,0,0
510,32,2,2,0,0,0,0,1,25,jul,2,0,0,0,48.0,1,0,7,0,0,1,0,0,0,0,0,0,0,0,0
512,43,1,2,0,0,1,0,1,4,feb,2,2,2,0,112.0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0
513,53,0,1,0,0,0,0,1,10,jul,1,0,0,1,67.0,3,0,7,0,1,0,0,0,0,0,0,0,0,0,0
514,57,1,3,0,1,1,0,1,8,may,1,0,0,0,1007.0,3,1,5,0,0,0,0,0,1,0,0,0,0,0,0
515,45,0,1,0,0,1,0,1,30,may,4,0,0,1,891.0,2,1,5,0,0,0,0,0,0,0,0,0,0,1,0
516,33,1,1,0,0,1,0,1,11,may,1,0,0,0,100.0,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0
517,56,1,2,0,1,0,0,0,31,jul,3,0,0,0,31.0,3,0,7,0,0,1,0,0,0,0,0,0,0,0,0
518,59,1,2,0,0,1,0,1,15,may,1,0,0,1,695.0,3,1,5,0,0,1,0,0,0,0,0,0,0,0,0
519,40,1,3,0,0,0,0,1,19,aug,2,0,0,0,194.0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0
520,37,0,3,0,0,0,0,1,5,jun,1,0,0,1,1123.0,1,1,6,0,0,0,0,0,1,0,0,0,0,0,0
522,27,0,1,0,0,0,0,1,15,feb,1,2,1,1,171.0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
524,32,1,3,0,0,0,0,1,11,aug,4,0,0,0,104.0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,1
525,32,1,1,0,0,1,1,1,14,may,11,0,0,0,54.0,1,0,5,0,0,0,0,0,0,0,0,0,0,1,0
526,34,1,2,0,0,1,0,1,13,may,1,2,0,0,217.0,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0
527,24,0,3,0,0,0,0,1,27,sep,1,0,0,1,1298.0,0,1,9,0,0,0,0,0,1,0,0,0,0,0,0
528,47,2,2,0,0,1,1,1,8,may,1,0,0,1,1080.0,2,1,5,0,0,1,0,0,0,0,0,0,0,0,0
529,72,1,1,0,3,0,0,1,17,nov,5,3,1,1,1127.0,4,1,11,0,0,0,0,0,0,1,0,0,0,0,0
530,34,0,1,0,1,0,1,0,30,jan,2,0,0,0,568.0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
531,38,2,1,0,0,1,0,1,7,dec,4,5,1,0,347.0,1,0,12,0,0,0,1,0,0,0,0,0,0,0,0
532,61,1,1,0,0,0,0,1,25,jan,1,1,1,1,639.0,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0
534,31,0,3,0,1,0,0,1,21,nov,1,0,0,1,614.0,1,1,11,0,0,0,0,0,0,0,1,0,0,0,0
535,30,0,3,0,0,1,0,1,17,mar,2,0,0,1,325.0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0
