,Marital,Education,Default,Balance,HHInsurance,CarLoan,Communication,NoOfContacts,PrevAttempts,Outcome,CarInsurance,Duration,age_group,duration_status,Month,Job_None,Job_admin.,Job_blue-collar,Job_entrepreneur,Job_housemaid,Job_management,Job_retired,Job_self-employed,Job_services,Job_student,Job_technician,Job_unemployed
290,0,1.0,0,0,0,1,1,6,0,0,1,2078.0,1.0,1,7,0,0,1,0,0,0,0,0,0,0,0,0
291,1,1.0,0,0,0,0,1,1,0,0,0,96.0,3.0,0,11,0,0,0,0,0,0,0,0,0,0,0,1
292,1,1.0,0,0,0,0,1,1,0,0,0,30.0,0.0,0,6,0,1,0,0,0,0,0,0,0,0,0,0
293,1,1.0,0,0,1,0,1,1,0,0,0,124.0,1.0,0,4,0,0,1,0,0,0,0,0,0,0,0,0
295,0,3.0,0,0,1,0,1,2,0,0,0,76.0,1.0,0,7,0,1,0,0,0,0,0,0,0,0,0,0
296,0,1.0,0,0,0,0,1,1,0,0,0,214.0,0.0,0,6,0,0,0,0,0,0,0,0,0,1,0,0
297,0,3.0,0,0,1,0,1,1,1,1,1,149.0,0.0,0,6,0,0,0,0,0,0,0,1,0,0,0,0
298,0,3.0,0,0,0,0,1,1,0,0,0,68.0,0.0,0,5,0,1,0,0,0,0,0,0,0,0,0,0
299,0,1.0,0,0,1,0,1,1,1,0,1,843.0,0.0,1,5,0,0,0,0,0,0,0,0,1,0,0,0
300,2,3.0,0,0,0,1,1,1,0,0,0,34.0,2.0,0,6,0,0,0,1,0,0,0,0,0,0,0,0
302,0,3.0,0,1,1,0,1,2,3,0,0,316.0,0.0,0,10,0,0,0,0,0,1,0,0,0,0,0,0
303,1,3.0,0,0,0,0,1,3,0,0,1,93.0,1.0,0,4,0,0,0,0,0,1,0,0,0,0,0,0
304,1,3.0,0,2,0,0,1,1,0,0,1,224.0,1.0,0,7,0,0,0,0,0,1,0,0,0,0,0,0
305,0,3.0,0,0,0,0,1,2,0,0,0,134.0,1.0,0,8,0,0,0,0,0,0,0,0,0,0,1,0
306,1,3.0,0,1,1,0,1,2,0,0,0,346.0,2.0,0,5,0,0,0,1,0,0,0,0,0,0,0,0
307,0,1.0,0,1,0,0,1,1,1,1,1,233.0,0.0,0,8,0,0,0,0,0,0,0,0,0,1,0,0
308,0,3.0,0,0,1,0,1,4,1,0,0,147.0,1.0,0,5,0,0,0,0,0,1,0,0,0,0,0,0
309,0,1.0,0,0,0,0,1,3,0,0,1,327.0,0.0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
310,1,1.0,0,0,0,0,1,1,0,0,0,277.0,3.0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
311,1,3.0,0,0,0,0,1,1,0,0,0,70.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
312,0,1.0,0,0,0,0,0,2,0,0,1,623.0,0.0,1,4,0,0,0,0,0,0,0,0,0,1,0,0
314,0,1.0,0,0,0,0,1,6,0,0,0,313.0,1.0,0,8,0,0,0,0,0,0,0,0,0,0,1,0
315,2,1.0,0,0,1,1,0,1,0,0,1,478.0,2.0,1,10,0,1,0,0,0,0,0,0,0,0,0,0
316,2,1.0,0,0,1,0,1,1,5,2,1,602.0,3.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
317,1,1.0,0,0,1,0,0,1,1,0,0,47.0,2.0,0,11,0,0,1,0,0,0,0,0,0,0,0,0
319,0,1.0,0,0,1,0,1,1,4,0,0,120.0,1.0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
320,1,1.0,0,0,0,0,1,1,4,0,1,253.0,1.0,0,11,0,0,0,0,0,0,0,0,1,0,0,0
322,1,3.0,0,0,0,0,1,2,0,0,1,579.0,1.0,1,8,0,0,0,0,0,0,0,1,0,0,0,0
323,2,1.0,0,0,1,0,1,3,1,2,0,57.0,3.0,0,4,0,1,0,0,0,0,0,0,0,0,0,0
324,1,1.0,0,0,1,0,1,1,7,1,1,388.0,2.0,1,2,0,0,1,0,0,0,0,0,0,0,0,0
325,0,1.0,0,0,0,0,1,3,0,0,0,80.0,0.0,0,7,0,0,0,0,0,0,0,1,0,0,0,0
326,1,1.0,0,0,1,0,1,1,0,0,0,236.0,3.0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
327,0,3.0,0,0,1,0,1,1,2,0,0,165.0,1.0,0,11,0,0,0,0,0,0,0,0,0,0,1,0
330,0,1.0,0,0,0,0,1,3,4,1,1,265.0,0.0,0,8,0,0,1,0,0,0,0,0,0,0,0,0
331,1,1.0,0,0,1,0,1,2,0,0,0,246.0,2.0,0,4,0,0,1,0,0,0,0,0,0,0,0,0
332,1,1.0,0,0,0,0,1,6,0,0,1,998.0,4.0,1,8,0,0,0,0,0,1,0,0,0,0,0,0
333,2,3.0,0,0,0,0,1,3,0,0,1,716.0,2.0,1,8,0,0,0,0,0,1,0,0,0,0,0,0
335,1,3.0,0,1,1,0,1,2,1,1,1,282.0,3.0,0,6,0,0,0,0,0,1,0,0,0,0,0,0
336,0,1.0,0,0,0,0,1,2,0,0,1,253.0,0.0,0,7,0,0,0,0,0,0,0,0,0,1,0,0
337,0,1.0,0,0,1,0,1,1,0,0,1,1036.0,0.0,1,4,0,0,0,0,0,0,0,0,0,0,1,0
338,1,1.0,0,0,1,0,1,5,0,0,1,288.0,1.0,0,5,0,1,0,0,0,0,0,0,0,0,0,0
339,0,1.0,0,0,1,0,1,6,0,0,1,632.0,1.0,1,7,0,0,1,0,0,0,0,0,0,0,0,0
341,1,1.0,0,0,1,0,1,2,0,0,0,208.0,1.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
342,1,1.0,0,0,0,0,1,2,0,0,1,227.0,3.0,0,7,0,0,0,0,0,0,0,0,0,0,1,0
343,0,3.0,0,0,1,0,1,1,0,0,0,486.0,0.0,1,7,0,0,0,0,0,0,0,0,0,0,1,0
345,0,1.0,0,0,1,0,1,5,0,0,0,352.0,0.0,1,7,0,0,0,0,0,0,0,0,0,0,1,0
346,0,1.0,0,0,0,0,1,1,1,2,0,169.0,2.0,0,10,0,0,0,0,0,0,0,0,0,0,1,0
347,1,1.0,0,0,0,0,1,1,0,0,1,213.0,1.0,0,10,0,0,0,0,0,0,0,0,0,0,1,0
348,0,3.0,0,1,1,0,1,3,0,0,1,333.0,1.0,0,4,0,0,0,0,0,1,0,0,0,0,0,0
349,1,1.0,0,0,0,0,1,2,0,0,0,153.0,1.0,0,7,0,0,0,0,0,0,0,0,1,0,0,0
350,1,1.0,0,2,1,0,1,2,0,0,1,347.0,1.0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
351,2,1.0,0,0,1,0,1,2,0,0,0,117.0,1.0,0,7,0,0,1,0,0,0,0,0,0,0,0,0
352,1,1.0,0,0,1,0,1,7,0,0,0,170.0,1.0,0,5,0,0,0,0,0,0,0,1,0,0,0,0
354,0,1.0,0,0,0,0,1,7,0,0,0,51.0,0.0,0,11,0,0,0,0,0,0,0,0,0,0,1,0
355,0,1.0,0,0,1,0,1,1,0,0,0,214.0,1.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
356,1,3.0,0,0,1,0,1,3,0,0,0,112.0,1.0,0,6,0,0,1,0,0,0,0,0,0,0,0,0
357,0,2.0,0,0,1,0,1,1,0,0,0,405.0,1.0,1,5,0,0,1,0,0,0,0,0,0,0,0,0
358,1,1.0,0,0,1,0,1,1,2,0,0,352.0,1.0,1,6,0,0,0,0,0,1,0,0,0,0,0,0
359,1,1.0,0,0,1,0,0,11,0,0,1,802.0,1.0,1,7,0,1,0,0,0,0,0,0,0,0,0,0
360,1,1.0,0,0,1,0,1,3,0,0,0,283.0,2.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
361,0,1.0,0,0,0,0,1,1,0,0,0,131.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
362,1,2.0,0,0,1,0,1,2,0,0,0,105.0,2.0,0,4,0,0,1,0,0,0,0,0,0,0,0,0
363,0,3.0,0,3,0,0,1,4,0,0,1,213.0,1.0,0,5,0,0,0,0,0,1,0,0,0,0,0,0
364,1,2.0,0,0,1,0,1,4,0,0,0,227.0,3.0,0,5,0,0,0,0,0,1,0,0,0,0,0,0
366,0,1.0,0,0,1,0,1,3,0,0,0,233.0,1.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
367,0,1.0,0,0,1,1,1,1,1,2,0,124.0,1.0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
369,2,1.0,0,0,0,1,1,4,0,0,0,151.0,3.0,0,7,0,0,0,0,0,0,0,0,0,0,1,0
370,0,3.0,0,0,0,0,1,1,0,0,0,91.0,1.0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
371,0,1.0,0,0,1,0,1,1,0,0,0,257.0,0.0,0,4,0,0,0,0,0,0,0,0,0,0,0,1
372,0,1.0,0,0,1,0,1,1,0,0,1,411.0,1.0,1,11,0,0,0,0,0,0,0,0,1,0,0,0
373,2,1.0,0,0,1,0,1,1,1,0,0,232.0,2.0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
374,0,1.0,0,0,0,0,1,2,1,0,1,742.0,0.0,1,2,0,0,0,0,0,0,0,0,0,1,0,0
375,1,1.0,0,3,0,0,1,1,1,1,1,392.0,4.0,1,4,0,0,0,0,0,0,1,0,0,0,0,0
376,1,1.0,0,1,0,0,1,12,0,0,0,22.0,1.0,0,6,0,0,1,0,0,0,0,0,0,0,0,0
377,0,1.0,0,0,0,0,1,2,0,0,0,226.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
378,1,3.0,0,0,0,0,1,4,0,0,0,141.0,1.0,0,8,0,0,0,0,0,0,0,0,0,0,1,0
380,2,1.0,0,0,0,0,1,2,0,0,0,123.0,1.0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
381,1,1.0,0,2,1,0,1,1,0,0,0,72.0,1.0,0,4,0,0,0,0,0,0,0,0,1,0,0,0
382,1,1.0,0,0,0,0,1,2,0,0,1,709.0,4.0,1,11,0,0,0,0,0,0,1,0,0,0,0,0
383,1,1.0,0,0,0,0,1,8,0,0,0,205.0,1.0,0,8,0,0,0,0,0,0,0,0,0,0,1,0
385,1,1.0,0,0,1,0,1,6,0,0,0,255.0,3.0,0,5,0,1,0,0,0,0,0,0,0,0,0,0
386,1,3.0,0,0,1,0,1,5,4,0,1,326.0,1.0,0,5,0,0,0,0,1,0,0,0,0,0,0,0
387,0,1.0,0,0,0,0,1,1,0,0,0,201.0,2.0,0,6,0,0,1,0,0,0,0,0,0,0,0,0
389,1,1.0,0,3,0,0,1,3,0,0,1,149.0,1.0,0,12,0,0,0,0,0,0,0,0,1,0,0,0
390,0,1.0,0,3,1,0,1,2,0,0,1,420.0,0.0,1,5,0,0,1,0,0,0,0,0,0,0,0,0
391,1,1.0,0,1,0,0,1,2,2,0,0,228.0,1.0,0,8,0,1,0,0,0,0,0,0,0,0,0,0
392,1,2.0,0,0,1,1,1,1,0,0,1,1015.0,3.0,1,5,0,0,1,0,0,0,0,0,0,0,0,0
393,1,2.0,0,1,1,0,1,3,0,0,0,345.0,2.0,0,6,0,0,0,0,0,0,0,0,0,0,0,1
394,1,3.0,0,0,0,0,1,1,0,0,1,324.0,0.0,0,4,0,0,0,0,0,1,0,0,0,0,0,0
396,1,1.0,0,0,1,0,1,4,0,0,0,224.0,1.0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
397,0,3.0,0,0,1,0,1,2,0,0,0,78.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
398,2,1.0,0,0,0,1,0,1,0,0,0,24.0,1.0,0,10,0,0,1,0,0,0,0,0,0,0,0,0
399,0,1.0,0,2,1,0,1,1,0,0,1,529.0,1.0,1,11,0,1,0,0,0,0,0,0,0,0,0,0
400,1,1.0,0,0,1,0,1,1,0,0,0,306.0,1.0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
403,0,3.0,0,0,1,0,1,1,0,0,1,267.0,0.0,0,7,0,1,0,0,0,0,0,0,0,0,0,0
404,2,1.0,0,0,1,0,1,1,0,0,1,652.0,0.0,1,7,0,1,0,0,0,0,0,0,0,0,0,0
405,1,1.0,0,0,0,0,1,2,2,0,0,147.0,4.0,0,4,0,0,0,0,0,0,1,0,0,0,0,0
407,2,1.0,0,0,1,1,1,3,30,0,1,1135.0,2.0,1,5,0,0,0,0,0,0,0,0,1,0,0,0
408,1,1.0,0,0,1,0,1,2,2,0,0,327.0,1.0,0,4,0,0,0,0,0,0,0,0,1,0,0,0
409,1,1.0,0,3,0,0,1,1,0,0,1,215.0,1.0,0,9,0,1,0,0,0,0,0,0,0,0,0,0
410,0,3.0,0,0,1,0,1,4,3,1,0,214.0,1.0,0,5,0,0,0,0,0,1,0,0,0,0,0,0
411,1,3.0,0,1,1,0,0,1,0,0,0,443.0,3.0,1,7,0,0,0,0,0,1,0,0,0,0,0,0
414,2,2.0,0,1,0,0,1,2,0,0,1,456.0,4.0,1,11,0,0,0,0,0,0,1,0,0,0,0,0
415,2,1.0,0,0,1,0,1,1,0,0,1,918.0,3.0,1,5,0,0,0,0,0,0,0,0,0,0,0,1
416,2,3.0,0,0,1,0,1,1,0,0,0,509.0,2.0,1,7,0,0,0,0,0,1,0,0,0,0,0,0
418,0,1.0,0,0,1,1,1,1,1,0,1,482.0,1.0,1,4,0,0,1,0,0,0,0,0,0,0,0,0
419,0,1.0,0,0,1,0,1,1,4,0,1,1579.0,1.0,1,2,0,1,0,0,0,0,0,0,0,0,0,0
421,0,3.0,0,1,1,0,1,3,0,0,1,638.0,1.0,1,7,0,0,0,0,0,1,0,0,0,0,0,0
422,1,1.0,0,1,0,0,1,1,0,0,0,120.0,4.0,0,3,0,0,0,0,0,0,1,0,0,0,0,0
424,2,2.0,0,1,1,0,1,2,0,0,0,438.0,3.0,1,5,0,0,1,0,0,0,0,0,0,0,0,0
425,1,3.0,0,0,1,0,1,4,0,0,1,568.0,1.0,1,5,0,0,0,0,0,1,0,0,0,0,0,0
426,0,1.0,0,0,1,0,1,1,7,1,1,230.0,0.0,0,9,0,0,0,0,0,0,0,0,0,0,1,0
427,2,3.0,0,0,0,0,1,4,0,0,0,231.0,3.0,0,8,0,0,0,0,0,1,0,0,0,0,0,0
428,1,3.0,0,0,0,0,1,4,0,0,1,512.0,1.0,1,8,0,0,0,0,0,1,0,0,0,0,0,0
429,0,3.0,0,0,0,0,1,1,1,1,1,274.0,0.0,0,12,0,0,0,0,1,0,0,0,0,0,0,0
430,1,1.0,0,0,1,0,1,2,0,0,0,290.0,1.0,0,5,0,1,0,0,0,0,0,0,0,0,0,0
431,0,1.0,0,0,1,0,1,1,0,0,1,236.0,1.0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
433,0,3.0,0,0,0,0,1,2,1,2,0,376.0,1.0,1,5,0,0,0,0,0,1,0,0,0,0,0,0
434,0,3.0,0,0,1,0,1,2,3,1,1,293.0,1.0,0,9,0,1,0,0,0,0,0,0,0,0,0,0
435,1,1.0,0,0,1,0,1,2,1,0,1,500.0,1.0,1,11,0,0,0,0,0,0,0,0,1,0,0,0
436,1,3.0,0,2,0,0,1,2,0,0,0,92.0,3.0,0,8,0,0,0,0,0,0,0,0,0,0,1,0
438,1,2.0,0,0,1,0,1,3,0,0,0,161.0,1.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
439,1,2.0,0,0,0,0,1,11,0,0,0,93.0,2.0,0,8,0,0,1,0,0,0,0,0,0,0,0,0
440,1,3.0,0,0,1,0,1,3,0,0,0,212.0,2.0,0,7,0,0,0,0,0,1,0,0,0,0,0,0
441,1,2.0,0,0,1,0,1,3,0,0,0,377.0,1.0,1,7,0,0,0,0,1,0,0,0,0,0,0,0
442,0,3.0,0,0,0,0,1,7,0,0,1,1344.0,1.0,1,8,0,0,0,0,0,0,0,0,0,0,1,0
444,2,3.0,0,0,0,0,1,2,0,0,0,204.0,1.0,0,8,0,0,0,0,0,1,0,0,0,0,0,0
445,1,3.0,0,0,1,1,0,9,0,0,0,336.0,2.0,0,5,0,0,0,0,0,1,0,0,0,0,0,0
446,0,1.0,0,0,1,0,1,2,0,0,0,116.0,2.0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
447,1,1.0,0,0,1,0,1,2,0,0,0,738.0,1.0,1,4,0,0,1,0,0,0,0,0,0,0,0,0
449,1,1.0,0,0,0,1,1,1,2,0,0,136.0,1.0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
450,1,1.0,0,1,1,0,1,2,0,0,1,282.0,2.0,0,4,0,0,0,0,0,0,0,0,0,0,1,0
451,1,1.0,0,0,1,0,1,2,0,0,0,104.0,2.0,0,7,0,0,0,0,0,1,0,0,0,0,0,0
452,2,1.0,0,0,1,1,1,1,0,0,0,107.0,2.0,0,11,0,0,0,0,0,0,0,0,0,0,0,1
453,0,1.0,0,0,1,0,1,1,0,0,0,180.0,0.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
454,1,3.0,0,0,0,0,1,1,0,0,1,268.0,2.0,0,7,0,0,0,0,0,1,0,0,0,0,0,0
456,0,1.0,0,0,0,0,1,1,0,0,1,674.0,0.0,1,6,0,0,1,0,0,0,0,0,0,0,0,0
457,1,3.0,0,0,0,0,1,3,0,0,1,664.0,2.0,1,11,0,0,0,0,0,1,0,0,0,0,0,0
458,1,3.0,0,0,0,0,1,3,0,0,0,293.0,0.0,0,8,0,1,0,0,0,0,0,0,0,0,0,0
459,1,3.0,0,0,0,0,1,2,0,0,1,949.0,1.0,1,4,0,1,0,0,0,0,0,0,0,0,0,0
460,1,3.0,0,0,1,0,1,1,0,0,1,248.0,1.0,0,7,0,0,0,0,0,1,0,0,0,0,0,0
461,0,2.0,0,0,1,0,1,2,0,0,1,1119.0,0.0,1,5,0,0,1,0,0,0,0,0,0,0,0,0
462,0,3.0,0,0,1,0,1,1,1,2,0,59.0,1.0,0,5,0,0,0,0,0,1,0,0,0,0,0,0
463,0,1.0,0,0,0,0,1,2,0,0,1,124.0,0.0,0,6,0,0,0,0,0,0,0,0,0,1,0,0
466,1,1.0,0,1,1,0,1,3,2,1,0,291.0,2.0,0,3,0,0,0,0,0,0,0,0,0,0,1,0
468,1,3.0,0,0,1,1,1,1,0,0,0,80.0,1.0,0,7,0,0,0,0,0,1,0,0,0,0,0,0
469,1,1.0,0,0,1,0,1,1,0,0,0,88.0,1.0,0,11,0,0,0,1,0,0,0,0,0,0,0,0
470,0,1.0,0,0,0,0,1,1,0,0,1,167.0,,0,8,0,0,0,0,0,0,0,0,0,1,0,0
471,0,1.0,0,0,1,0,1,4,0,0,0,83.0,2.0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
472,1,3.0,0,0,1,0,1,2,0,0,0,230.0,1.0,0,7,0,0,0,1,0,0,0,0,0,0,0,0
473,1,3.0,0,0,0,0,0,2,0,0,1,552.0,2.0,1,8,0,0,0,1,0,0,0,0,0,0,0,0
474,1,2.0,0,0,1,0,1,2,0,0,0,521.0,2.0,1,5,0,0,1,0,0,0,0,0,0,0,0,0
475,1,1.0,0,2,0,0,1,6,0,0,0,672.0,3.0,1,5,0,1,0,0,0,0,0,0,0,0,0,0
476,1,2.0,0,0,1,0,1,3,2,0,1,873.0,1.0,1,5,0,0,1,0,0,0,0,0,0,0,0,0
477,1,1.0,0,0,1,1,1,2,0,0,0,137.0,0.0,0,7,0,0,1,0,0,0,0,0,0,0,0,0
478,1,3.0,0,2,1,0,1,2,0,0,0,161.0,1.0,0,5,0,0,0,1,0,0,0,0,0,0,0,0
480,0,3.0,0,0,1,0,1,1,2,1,1,122.0,1.0,0,4,0,0,0,0,0,1,0,0,0,0,0,0
481,1,1.0,0,1,1,0,1,2,0,0,0,386.0,1.0,1,4,0,0,1,0,0,0,0,0,0,0,0,0
482,1,1.0,0,1,0,0,1,1,1,0,1,705.0,2.0,1,6,0,0,1,0,0,0,0,0,0,0,0,0
483,2,3.0,0,3,1,0,1,3,0,0,0,204.0,1.0,0,5,0,0,0,0,0,1,0,0,0,0,0,0
484,1,1.0,0,0,1,0,1,1,0,0,0,108.0,1.0,0,11,0,0,0,0,0,0,0,0,0,0,1,0
485,1,2.0,0,0,0,0,1,4,0,0,1,559.0,2.0,1,8,0,0,1,0,0,0,0,0,0,0,0,0
486,1,2.0,0,0,0,0,1,12,0,0,0,651.0,3.0,1,8,1,0,0,0,0,0,0,0,0,0,0,0
488,1,3.0,0,2,0,0,1,3,0,0,0,93.0,3.0,0,8,0,0,0,0,0,1,0,0,0,0,0,0
490,1,3.0,0,0,0,0,1,3,0,0,1,84.0,2.0,0,9,0,0,0,0,0,1,0,0,0,0,0,0
491,0,1.0,0,0,0,0,1,1,0,0,0,51.0,2.0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
492,1,2.0,0,0,0,1,0,4,4,0,0,124.0,3.0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
493,0,1.0,0,0,1,0,1,1,1,0,0,370.0,3.0,1,5,0,0,0,0,0,0,0,0,1,0,0,0
494,2,3.0,0,0,1,0,1,26,0,0,0,25.0,1.0,0,6,0,0,0,0,0,1,0,0,0,0,0,0
496,0,1.0,0,0,0,0,1,1,0,0,1,621.0,1.0,1,4,0,0,0,0,0,0,0,0,0,1,0,0
497,1,3.0,0,0,0,0,1,24,0,0,0,99.0,2.0,0,8,0,0,0,0,0,1,0,0,0,0,0,0
498,1,1.0,0,0,0,0,1,4,0,0,0,239.0,1.0,0,8,0,0,0,0,0,0,0,0,0,0,1,0
499,0,1.0,0,0,0,0,1,3,2,0,1,405.0,1.0,1,5,0,0,0,0,0,0,0,0,0,0,1,0
501,0,2.0,0,0,1,1,1,2,0,0,1,1027.0,0.0,1,5,0,0,1,0,0,0,0,0,0,0,0,0
502,1,1.0,0,0,1,0,1,4,0,0,1,1309.0,3.0,1,7,0,0,0,0,0,0,0,1,0,0,0,0
503,1,1.0,0,0,0,0,1,3,2,1,1,1835.0,1.0,1,2,0,0,0,0,0,0,0,0,1,0,0,0
505,0,1.0,0,0,0,0,1,1,0,0,0,14.0,2.0,0,5,0,1,0,0,0,0,0,0,0,0,0,0
506,1,1.0,0,0,1,0,1,1,0,0,0,24.0,1.0,0,6,0,0,1,0,0,0,0,0,0,0,0,0
507,1,2.0,0,0,1,0,1,2,0,0,1,649.0,1.0,1,5,0,0,1,0,0,0,0,0,0,0,0,0
508,1,3.0,0,0,1,0,1,1,3,1,1,1030.0,2.0,1,5,0,0,0,0,0,1,0,0,0,0,0,0
509,1,1.0,0,1,1,0,1,1,0,0,1,1366.0,2.0,1,4,0,0,0,0,0,0,0,0,1,0,0,0
510,2,2.0,0,0,0,0,1,2,0,0,0,48.0,1.0,0,7,0,0,1,0,0,0,0,0,0,0,0,0
512,1,2.0,0,0,1,0,1,2,2,2,0,112.0,2.0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
513,0,1.0,0,0,0,0,1,1,0,0,1,67.0,3.0,0,7,0,1,0,0,0,0,0,0,0,0,0,0
514,1,3.0,0,1,1,0,1,1,0,0,0,1007.0,3.0,1,5,0,0,0,0,0,1,0,0,0,0,0,0
515,0,1.0,0,0,1,0,1,4,0,0,1,891.0,2.0,1,5,0,0,0,0,0,0,0,0,0,0,1,0
516,1,1.0,0,0,1,0,1,1,0,0,0,100.0,1.0,0,5,0,1,0,0,0,0,0,0,0,0,0,0
517,1,2.0,0,1,0,0,0,3,0,0,0,31.0,3.0,0,7,0,0,1,0,0,0,0,0,0,0,0,0
518,1,2.0,0,0,1,0,1,1,0,0,1,695.0,3.0,1,5,0,0,1,0,0,0,0,0,0,0,0,0
519,1,3.0,0,0,0,0,1,2,0,0,0,194.0,1.0,0,8,0,0,0,0,0,1,0,0,0,0,0,0
520,0,3.0,0,0,0,0,1,1,0,0,1,1123.0,1.0,1,6,0,0,0,0,0,1,0,0,0,0,0,0
522,0,1.0,0,0,0,0,1,1,2,1,1,171.0,0.0,0,2,0,0,1,0,0,0,0,0,0,0,0,0
524,1,3.0,0,0,0,0,1,4,0,0,0,104.0,1.0,0,8,0,0,0,0,0,0,0,0,0,0,0,1
525,1,1.0,0,0,1,1,1,11,0,0,0,54.0,1.0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
526,1,2.0,0,0,1,0,1,1,2,0,0,217.0,1.0,0,5,0,1,0,0,0,0,0,0,0,0,0,0
527,0,3.0,0,0,0,0,1,1,0,0,1,1298.0,0.0,1,9,0,0,0,0,0,1,0,0,0,0,0,0
528,2,2.0,0,0,1,1,1,1,0,0,1,1080.0,2.0,1,5,0,0,1,0,0,0,0,0,0,0,0,0
529,1,1.0,0,3,0,0,1,5,3,1,1,1127.0,4.0,1,11,0,0,0,0,0,0,1,0,0,0,0,0
530,0,1.0,0,1,0,1,0,2,0,0,0,568.0,1.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
531,2,1.0,0,0,1,0,1,4,5,1,0,347.0,1.0,0,12,0,0,0,1,0,0,0,0,0,0,0,0
532,1,1.0,0,0,0,0,1,1,1,1,1,639.0,4.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
534,0,3.0,0,1,0,0,1,1,0,0,1,614.0,1.0,1,11,0,0,0,0,0,0,0,1,0,0,0,0
535,0,3.0,0,0,1,0,1,2,0,0,1,325.0,0.0,0,3,0,0,0,0,0,1,0,0,0,0,0,0
536,0,1.0,0,0,0,1,1,1,0,0,0,966.0,1.0,1,11,1,0,0,0,0,0,0,0,0,0,0,0
537,1,2.0,0,0,1,0,1,1,0,0,0,91.0,2.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
539,1,2.0,0,1,1,0,1,1,0,0,1,820.0,1.0,1,11,0,0,1,0,0,0,0,0,0,0,0,0
540,0,3.0,0,0,0,0,1,1,0,0,1,149.0,0.0,0,4,0,0,0,0,1,0,0,0,0,0,0,0
542,2,1.0,0,0,0,0,1,3,0,0,1,427.0,4.0,1,4,0,0,0,0,0,0,1,0,0,0,0,0
543,1,3.0,0,0,0,0,1,1,1,1,1,255.0,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
544,1,3.0,0,0,0,0,1,3,0,0,0,388.0,1.0,1,7,0,0,0,1,0,0,0,0,0,0,0,0
545,1,1.0,0,0,0,0,1,1,0,0,1,541.0,2.0,1,11,0,0,0,0,1,0,0,0,0,0,0,0
547,1,2.0,0,0,0,0,1,4,0,0,1,136.0,4.0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
548,0,3.0,0,2,0,0,1,1,0,0,1,261.0,0.0,0,3,0,0,0,0,0,0,0,0,0,0,1,0
549,1,1.0,0,0,1,0,1,6,0,0,0,127.0,1.0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
550,1,2.0,0,1,1,0,1,1,0,0,0,178.0,3.0,0,5,0,0,0,0,0,0,1,0,0,0,0,0
554,0,1.0,0,0,0,0,1,1,0,0,0,140.0,1.0,0,6,0,0,1,0,0,0,0,0,0,0,0,0
555,1,3.0,0,0,0,0,1,5,0,0,0,89.0,3.0,0,7,0,0,0,1,0,0,0,0,0,0,0,0
556,1,2.0,0,0,0,0,1,2,0,0,0,234.0,2.0,0,6,0,0,0,0,0,0,1,0,0,0,0,0
557,0,1.0,0,1,1,1,1,10,0,0,0,514.0,0.0,1,8,0,0,0,0,0,1,0,0,0,0,0,0
558,1,1.0,0,0,0,0,1,10,0,0,1,1374.0,1.0,1,8,0,0,0,0,0,0,0,0,0,0,1,0
559,0,3.0,0,0,0,0,1,3,0,0,1,229.0,2.0,0,5,0,0,0,0,0,0,0,1,0,0,0,0
560,0,1.0,0,0,1,0,1,1,0,0,0,61.0,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
561,1,3.0,0,0,1,0,1,1,0,0,1,459.0,1.0,1,5,0,1,0,0,0,0,0,0,0,0,0,0
